</b>スペインオオヤマネコ<b></b>(秋田県)<b> <small>[US]</small><>sage<>2022/07/22(金) 20:14:19.04 ID:HnFsVfdg0● BE:194767121-PLT(13001)<> sssp://img.5ch.net/ico/nida.gif <br> ナスの絵文字は職場で使用NG？　国による意味の捉え方の違いを調査 <br> https://news.yahoo.co.jp/articles/b8bd78ec232ba8791fb4e9751693055923c14599 <>スマホ野郎、5ちゃんで絵文字使うなよ？パソコンから見れねぇんだわ。  [194767121]
</b>サーバル<b></b>(東京都)<b> <small>[GR]</small><><>2022/07/22(金) 21:22:05.87 ID:sKQpRsyR0<> 5chに限らず普通絵文字は使わないだろ <>
</b>白<b></b>(兵庫県)<b> <small>[GT]</small><><>2022/07/22(金) 21:23:06.86 ID:YyRNYbM70<> &#128534; <>
</b>ジャガランディ<b></b>(愛媛県)<b> <small>[ZA]</small><><>2022/07/22(金) 21:23:10.90 ID:b3Q9r1LU0<> 今の若い子はコンピューターおばあちゃんとか知らないんだろうなぁ <>
</b>ボンベイ<b></b>(三重県)<b> <small>[US]</small><>sage<>2022/07/22(金) 21:24:58.28 ID:zq5ql3bH0<> &#127772;&#127771; <>
</b>ジャガランディ<b></b>(茸)<b> <small>[CN]</small><><>2022/07/22(金) 21:25:06.30 ID:43uXWR3G0<> PC、、、、、、、&#128579; <>
</b>イエネコ<b></b>(大阪府)<b> <small>[NO]</small><>sage<>2022/07/22(金) 21:28:16.40 ID:mKm9iMmf0<> &#128570;&#128570;&#128570;&#128570;&#128570;&#10084;&#128045;&#10084;&#128570;&#128570;&#128570;&#128570;&#128570; <br>  <br> ニャ&#65374;&#128049; <>
</b>ピューマ<b></b>(埼玉県)<b> <small>[JP]</small><><>2022/07/22(金) 21:29:16.16 ID:irYRDBs40<> &#128030;&#128028; <>
</b>オシキャット<b></b>(岩手県)<b> <small>[JP]</small><>sage<>2022/07/22(金) 21:29:21.42 ID:2Bk8wPrg0<> <a href="../test/read.cgi/news/1658488459/132" rel="noopener noreferrer" target="_blank">&gt;&gt;132</a> <br> ね&#128529;いい大人が絵文字とか・・&#128167; <br> 子供騙しだよね&#128514;&#128514;&#128514;&#127881;&#127882; <>
</b>イリオモテヤマネコ<b></b>(神奈川県)<b> <small>[US]</small><>sage<>2022/07/22(金) 21:29:37.52 ID:Pxpc3QB00<> &#127994; <>
</b>トラ<b></b>(大阪府)<b> <small>[EU]</small><><>2022/07/22(金) 21:29:38.08 ID:o8ClNjRe0<> <a href="../test/read.cgi/news/1658488459/16" rel="noopener noreferrer" target="_blank">&gt;&gt;16</a> <br> 何プラグ？ <>
</b>エキゾチックショートヘア<b></b>(ジパング)<b> <small>[ﾆﾀﾞ]</small><>sage<>2022/07/22(金) 21:31:18.04 ID:rDvGH7uP0<> &#129401;←一体どんな時に使う表情なの？ <>
</b>ベンガルヤマネコ<b></b>(ジパング)<b> <small>[ﾆﾀﾞ]</small><><>2022/07/22(金) 21:31:32.86 ID:Cjy59Lsn0<> おっきした俺&#128521;&#128149;&#128525;&#10084;&#128524;&#128166;&#128581;&#8205;♂ <>
</b>ギコ<b></b>(東京都)<b> <small>[US]</small><>sage<>2022/07/22(金) 21:31:58.74 ID:aZEIlYoE0<> 文字化けおじさん <>
</b>カナダオオヤマネコ<b></b>(大分県)<b> <small>[NO]</small><><>2022/07/22(金) 21:32:41.78 ID:p95FDTta0<> &#127538; <>
</b>アメリカンワイヤーヘア<b></b>(徳島県)<b> <small>[ﾆﾀﾞ]</small><>sage<>2022/07/22(金) 21:34:53.82 ID:0mV7TwxA0<> &#129439; <>
</b>斑<b></b>(広島県)<b> <small>[RO]</small><>sage<>2022/07/22(金) 21:35:14.97 ID:I1wu7Utd0<> 50歳以上の顔文字→(^_^)/ <br> 40歳以上の顔文字→(ﾟ∀ﾟ) <br> 30代以下の顔文字→&#128519; <>
</b>リビアヤマネコ<b></b>(茸)<b> <small>[KR]</small><>sage<>2022/07/22(金) 21:35:23.84 ID:m5nUZKgY0<> <a href="../test/read.cgi/news/1658488459/142" rel="noopener noreferrer" target="_blank">&gt;&gt;142</a> <br> android11だけど見れない&#129394; <>
</b>ジャパニーズボブテイル<b></b>(長野県)<b> <small>[EU]</small><><>2022/07/22(金) 21:36:33.03 ID:cCVfjYeh0<> janestyleだけど絵文字プラグインというのを入れたら見れるようになったよ <>
</b>セルカークレックス<b></b>(茸)<b> <small>[US]</small><>sage<>2022/07/22(金) 21:37:17.40 ID:5drO7qIX0<> &gt;1　&#9763;&#9762; <>
</b>ラグドール<b></b>(福岡県)<b> <small>[GB]</small><><>2022/07/22(金) 21:37:58.46 ID:XvlAt3aM0<> &#128580; <>
</b>サビイロネコ<b></b>(宮城県)<b> <small>[BE]</small><>sage<>2022/07/22(金) 21:38:40.09 ID:bVA4pcop0<> &#128512;&#129395;&#129322;&#128540;&#128541;&#128539;&#129298;&#128526;&#129319;&#129316;&#129327; <br> &#128509;&#128760;&#128757;&#128298;&#127853;&#127836;&#127820; <br> &#129431;&#128012;&#129411;&#129444;&#129448;&#129413;&#129445;&#129432;&#128004;&#128006;&#128034;&#129422; <br> &#129328;&#129329;&#129498;&#129489;&#8205;&#129468;&#129489;&#8205;&#129455;&#128704;&#129470;&#129471;&#129729;&#129728;&#129504;&#128157;&#128122; <>
</b>キジトラ<b></b>(長野県)<b> <small>[US]</small><><>2022/07/22(金) 21:39:17.53 ID:TzGxA8ju0<> プラグイン入れれば見れるけどクッソめんどくさかった記憶ある <>
</b>セルカークレックス<b></b>(茸)<b> <small>[US]</small><>sage<>2022/07/22(金) 21:39:28.36 ID:5drO7qIX0<> &gt;1　&#129322;&#128539; <>
</b>キジ白<b></b>(神奈川県)<b> <small>[US]</small><>sage<>2022/07/22(金) 21:39:49.27 ID:X3ru6Mdi0<> &gt;1 <br> まだNEC PC-9801とか使ってるのか？&#128519; <>
</b>サーバル<b></b>(東京都)<b> <small>[CA]</small><><>2022/07/22(金) 21:40:09.22 ID:w20+2MEi0<> <a href="../test/read.cgi/news/1658488459/1" rel="noopener noreferrer" target="_blank">&gt;&gt;1</a> <br> &#128552; <br> &#128591;&#128583;&#8205;♂ <>
</b>バーマン<b></b>(東京都)<b> <small>[US]</small><>sage<>2022/07/22(金) 21:41:10.21 ID:83C+O9eq0<> うっせーばか死ね <>
</b>スノーシュー<b></b>(東京都)<b> <small>[CA]</small><>sage<>2022/07/22(金) 21:41:11.42 ID:SsjdQP8z0<> &#127803; <>
</b>セルカークレックス<b></b>(茸)<b> <small>[US]</small><>sage<>2022/07/22(金) 21:43:24.38 ID:5drO7qIX0<> &gt;1 <br> &#129324;&#128545;　なのｗｗ <>
</b>ライオン<b></b>(滋賀県)<b> <small>[US]</small><>sage<>2022/07/22(金) 21:44:08.74 ID:IKCI9wUH0<> &#128540; <>
</b>ハイイロネコ<b></b>(鳥取県)<b> <small>[GB]</small><>sage<>2022/07/22(金) 21:44:30.35 ID:DtVOI7Dw0<> PCでも普通に見えるしGoogleIMEで使えるぞ&#128540;&#128293;&#128293;&#128293; <>
</b>ノルウェージャンフォレストキャット <b></b>(東京都)<b> <small>[IT]</small><>sage<>2022/07/22(金) 21:44:52.68 ID:xup2hE3t0<> &#128511;&#128511;&#128511;&#128511;&#128511;&#128511;&#128511;&#128511;&#128511;&#128511;&#128511; <br> &#128511;ありがとうございません&#128511; <br> &#128511;&#128511;&#128511;&#128511;&#128511;&#128511;&#128511;&#128511;&#128511;&#128511;&#128511; <>
</b>サビイロネコ<b></b>(宮城県)<b> <small>[BE]</small><>sage<>2022/07/22(金) 21:46:15.93 ID:bVA4pcop0<> &#129463;&#129460;&#9760;&#128068;&#128069;&#128067;&#129462;&#127948;&#129337;&#129340;&#129495;&#128693;&#128692;&#129500;&#129498;&#129502;&#129497;&#129499;&#129503;&#129464;&#129489;&#8205;&#127876;&#128124;&#128130;&#128120;&#129333;&#128112;&#129489;&#8205;&#128640;&#128119;&#128110;&#128373;&#129489;&#8205;&#9992;&#129489;&#8205;&#128295;&#129489;&#8205;&#127981;&#129489;&#8205;&#128187;&#129489;&#8205;&#127908;&#128115;&#129493;&#128114;&#129491;&#129489;&#8205;&#129459;&#129489;&#8205;&#129456;&#128113;&#129492;&#129489;&#8205;&#129458;&#128372;&#128131;&#128378;&#128111;&#129489;&#8205;&#129309;&#8205;&#129489;&#128105;&#8205;&#10084;&#8205;&#128105;&#129328;&#129329;&#129489;&#8205;&#127868;&#128106;&#128144;&#127801;&#129344;&#127802;&#127799;&#10052;&#9731;&#9924;&#127754;&#127788;&#9748;&#9889;&#127752;&#11088;&#127775;&#128171;&#10024;&#127769;&#9732;&#127776;&#127756;&#129680; <br> &#128584;&#128585;&#128586;&#128053;&#129409;&#128047;&#128049;&#128054;&#128058;&#128059;&#128059;&#8205;&#10052;&#128040;&#128060;&#128057;&#128045;&#128048;&#129418;&#129437;&#128046;&#128055; <br> &#128023;&#129427;&#129412;&#128056;&#128050;&#129422;&#128009;&#129430;&#129429;&#128034;&#128010;&#128001;&#128000;&#128007;&#128008;&#128008;&#8205;&#11035;&#128041;&#128021;&#129454;&#128021;&#8205;&#129466;&#128005;&#128006;&#128014;&#128022;&#128004;&#128002;&#128003;&#129452;&#128015;&#128017;&#128016;&#129420;&#129421;&#129433;&#129445;&#129432;&#128024;&#129443;&#129423;&#129426;&#128018;&#129421;&#129447;&#128042;&#128043;&#128063;&#129451;&#129428;&#129441;&#129446;&#129415;&#129718;&#129413;&#129417;&#128019;&#128020;&#128035;&#128036;&#128037;&#128038;&#129436;&#128330;&#129444;&#129442;&#129449;&#129434;&#129411;&#129414;&#128039;&#129453;&#129416;&#128044;&#128011;&#128051;&#128031;&#128032;&#128033;&#129424;&#129438;&#129408;&#129425;&#128025;&#129450;&#129410;&#128375;&#128376;&#128026;&#128028;&#129431;&#129714;&#129439;&#129715;&#129712;&#128029;&#128030;&#129419;&#128027;&#129713;&#129440; <>
</b>アジアゴールデンキャット<b></b>(大阪府)<b> <small>[CN]</small><>sage<>2022/07/22(金) 21:47:22.97 ID:VEdMoGJs0<> &#128514;&#128517;&#128121;&#129300;&#129395;&#129395;&#129321;&#128513;&#128516;&#128515;&#129392;&#127800;&#127793;&#128513;&#128513;&#128518;&#128521;&#128535;&#128537;&#128538;&#127538; <br> &#128548;&#128570;&#129402;&#129402;&#127793;&#127800;&#128660;&#128660;&#128561;&#128591;&#128532;&#128293;&#128570;&#129323;&#129323;&#127382;&#127538;&#128512;&#128515;&#128513;&#128518;&#128536; <br> &#129392;&#128525;&#128525;&#128541;&#128538;&#128523;&#128527;&#128532;&#128543;&#128560;&#128552;&#128550;&#128542;&#128531;&#128534;&#128534;&#128531;&#128534;&#128547;&#127770;&#127772;&#127771; <br> &#129398;&#128586;&#128585;&#128121;&#128570;&#128586;&#128140;&#128159;&#128099;&#128078;&#128066;&#129463;&#128064;&#128128;&#9994;&#9994;&#128071;&#128071;&#128581;&#128119;&#128112;&#128112; <br> &#128105;&#8205;&#127979;&#128105;&#8205;&#129457;&#128113;&#128105;&#8205;&#129459;&#128113;&#127744;&#127784;&#127757;&#128040;&#128059;&#128054;&#128056;&#128004;&#128014;&#128019;&#128031;&#128031;&#128051;&#128044;&#127815;&#129382;&#129360; <br> &#127829;&#129472;&#129386;&#129379;&#127835;&#127835;&#129376;&#129376;&#127851;&#129380;&#127871; <>
</b>ボンベイ<b></b>(東京都)<b> <small>[US]</small><>sage<>2022/07/22(金) 21:47:49.51 ID:PqEfL/N50<> &#127541;&#127543;&#127765; <>
</b>ウンピョウ<b></b>(図書館の中の街)<b> <small>[US]</small><>sage<>2022/07/22(金) 21:50:44.37 ID:T7tKfM6G0<> &#8265;&#8265;&#8265;&#8265;&#8265;&#8265;&#8265;&#8265;&#8265;&#8265;&#8265;&#8265;&#8265;&#8265; <>
</b>ウンピョウ<b></b>(図書館の中の街)<b> <small>[US]</small><>sage<>2022/07/22(金) 21:51:01.37 ID:T7tKfM6G0<> &#127875;&#127875;&#127875;&#127875;&#127875; <>
</b>ラグドール<b></b>(和歌山県)<b> <small>[DK]</small><><>2022/07/22(金) 22:02:01.43 ID:RF9VjH4K0<> <a href="../test/read.cgi/news/1658488459/127" rel="noopener noreferrer" target="_blank">&gt;&gt;127</a> <br> <a href="../test/read.cgi/news/1658488459/1" rel="noopener noreferrer" target="_blank">&gt;&gt;1</a>お爺ちゃんのオンボロぱそこんwでも見えるようにしてやれよ <>
</b>ヨーロッパオオヤマネコ<b></b>(埼玉県)<b> <small>[US]</small><>sage<>2022/07/22(金) 22:03:03.06 ID:NcZqCZvw0<> 普通見れるようにするだろ <>
</b>マーブルキャット<b></b>(埼玉県)<b> <small>[US]</small><>sage<>2022/07/22(金) 22:05:57.84 ID:I+pbsiOk0<> &#128513;&#128516;&#128514;&#128518;&#128522;&#128521; <>
</b>マレーヤマネコ<b></b>(茸)<b> <small>[ﾆﾀﾞ]</small><>sage<>2022/07/22(金) 22:13:48.66 ID:BOT2D1Nb0<> &#129402;&#128535;&#128561;&#128545; <>
</b>アフリカゴールデンキャット<b></b>(東京都)<b> <small>[CZ]</small><><>2022/07/22(金) 22:14:49.13 ID:/g0k8Hdr0<> &#128421;&#128116;ざまあー <>
</b>マヌルネコ<b></b>(東京都)<b> <small>[ﾆﾀﾞ]</small><><>2022/07/22(金) 22:17:46.67 ID:2s9aFQX80<> &#9996;&#128525;&#9996; <>
</b>サビイロネコ<b></b>(東京都)<b> <small>[GB]</small><><>2022/07/22(金) 22:25:16.06 ID:dvQ3YHHz0<> <a href="../test/read.cgi/news/1658488459/139" rel="noopener noreferrer" target="_blank">&gt;&gt;139</a> <br> ほんとそれな。 <>
</b>サビイロネコ<b></b>(東京都)<b> <small>[GB]</small><><>2022/07/22(金) 22:25:41.85 ID:dvQ3YHHz0<> <a href="../test/read.cgi/news/1658488459/115" rel="noopener noreferrer" target="_blank">&gt;&gt;115</a> <br> 死ねゴミカス。 <>
</b>ヒマラヤン<b></b>(神奈川県)<b> <small>[US]</small><>sage<>2022/07/22(金) 22:26:46.23 ID:46j/87Ce0<> 得意技を出すか→&#129303; <>
</b>ベンガルヤマネコ<b></b>(光)<b> <small>[US]</small><><>2022/07/22(金) 22:29:08.74 ID:C0Vdft4+0<> &#128536; <>
</b>バーマン<b></b>(ジパング)<b> <small>[TZ]</small><><>2022/07/22(金) 23:04:24.74 ID:VZ5uh4rJ0<> &#129765;&#32; <>
</b>ターキッシュアンゴラ<b></b>(光)<b> <small>[JP]</small><><>2022/07/22(金) 23:07:27.95 ID:4ALwYdFV0<> もしもしwwwwww <>
</b>白黒<b></b>(東京都)<b> <small>[US]</small><>sage<>2022/07/22(金) 23:11:59.27 ID:Q36q9aej0<> &#127483;&#127470; <>
</b>リビアヤマネコ<b></b>(埼玉県)<b> <small>[ﾆﾀﾞ]</small><>sage<>2022/07/22(金) 23:19:31.59 ID:OoNzzXG50<> &#128514; <>
</b>コドコド<b></b>(神奈川県)<b> <small>[CN]</small><><>2022/07/22(金) 23:26:27.58 ID:wIFbskJx0<> &#128111;&#8205;♀ <>
</b>ペルシャ<b></b>(熊本県)<b> <small>[US]</small><>sage<>2022/07/22(金) 23:28:47.56 ID:RDcrweZ10<> そういや昔はPCで見てたし書き込んでたな&#129300; <br> 今はもうPCに専ブラも入れてないし見ることないわ <>
</b>エジプシャン・マウ<b></b>(千葉県)<b> <small>[ﾆﾀﾞ]</small><><>2022/07/22(金) 23:39:29.17 ID:8FF+W1E10<> そんなぁ&#129402; <>
</b>ヤマネコ<b></b>(新潟県)<b> <small>[DE]</small><>sage<>2022/07/22(金) 23:41:07.91 ID:wEqZXmjz0<> &#128122; <>
</b>ヒョウ<b></b>(やわらか銀行)<b> <small>[ﾆﾀﾞ]</small><>sage<>2022/07/22(金) 23:48:24.81 ID:OJyj3Cbt0<> &#128546; <>
</b>エキゾチックショートヘア<b></b>(光)<b> <small>[US]</small><><>2022/07/23(土) 00:12:54.10 ID:NG4j+jh60<> &#128076; <br> &#128070; <>
</b>メインクーン<b></b>(静岡県)<b> <small>[CN]</small><>sage<>2022/07/23(土) 00:24:15.29 ID:7a0znJ4o0<> &#127472;&#127479;&#128169; <>
</b>茶トラ<b></b>(茸)<b> <small>[KR]</small><>sage<>2022/07/23(土) 00:33:32.37 ID:nXND0FA/0<> windows11でAndroidのchmateが動くのはいつか <>
</b>エジプシャン・マウ<b></b>(東京都)<b> <small>[PK]</small><>sage<>2022/07/23(土) 00:35:18.78 ID:mi/RjYaj0<> &#129322;&#129322;&#129322;&#129322;&#129322;&#129322;&#129322;&#129322;&#129322;&#129322;&#129322;&#129322;&#129322; <>
</b>ノルウェージャンフォレストキャット <b></b>(広島県)<b> <small>[FR]</small><><>2022/07/23(土) 01:00:01.83 ID:ssz6XsXk0<> &#129402; <>
</b>チーター<b></b>(茨城県)<b> <small>[US]</small><><>2022/07/23(土) 01:01:14.84 ID:XV4VD6aE0<> (´・ω・｀) <>
</b>メインクーン<b></b>(埼玉県)<b> <small>[US]</small><><>2022/07/23(土) 01:10:52.83 ID:gus/ttro0<> 絵文字プラグインv0.8.5(2022/02/21) <br> http://www.dropbox.com/s/78ojdb4pps4n30k/janestyle_emoji8_5.zip <br> これ入れると幸せになれるぞ <>
</b>マンクス<b></b>(三重県)<b> <small>[US]</small><>sage<>2022/07/23(土) 01:14:49.27 ID:OVEO4Bcx0<> (・&#128061;・) <>
</b>ソマリ<b></b>(長野県)<b> <small>[BR]</small><><>2022/07/23(土) 01:18:39.53 ID:15sNURRE0<> 弱P弱P→弱K強P <>
</b>ライオン<b></b>(SB-Android)<b> <small>[RU]</small><>sage<>2022/07/23(土) 01:42:55.43 ID:DiWECwxn0<> &#128536; <>
</b>チーター<b></b>(茸)<b> <small>[US]</small><>sage<>2022/07/23(土) 01:48:49.21 ID:iZbtLpW60<> &#129300;&#128580;&#129315; <>
</b>ジャガー<b></b>(光)<b> <small>[HU]</small><><>2022/07/23(土) 02:10:40.52 ID:5H0I2A4M0<> &#129402; <>
</b>ジャガー<b></b>(高知県)<b> <small>[IR]</small><>sage<>2022/07/23(土) 02:14:27.50 ID:wrwAGhwa0<> どうせ大して意味もないからきにしないで大丈夫。 <>
</b>ヤマネコ<b></b>(神奈川県)<b> <small>[ﾆﾀﾞ]</small><>sage<>2022/07/23(土) 02:24:48.00 ID:A5EcTE6C0<> スレタイ、疑問符の使い方が気持ち悪い <>
</b>アメリカンカール<b></b>(東京都)<b> <small>[US]</small><><>2022/07/23(土) 02:28:04.51 ID:WfgOea1X0<> <a href="../test/read.cgi/news/1658488459/65" rel="noopener noreferrer" target="_blank">&gt;&gt;65</a> <br> 物凄く頭悪いのが分かる <br> 目先の事しか考えられないんだろう <>
</b>デボンレックス<b></b>(英雄都市アレックス)<b> <small>[CN]</small><>sage<>2022/07/23(土) 02:31:16.91 ID:5iJJaxrH0<> &#128539;&#128540;&#128123; <>
</b>スフィンクス<b></b>(SB-Android)<b> <small>[CR]</small><>sage<>2022/07/23(土) 03:08:07.08 ID:lqJ6lPYX0<> ごめん&#128557;&#128557;&#128557; <>
</b>ヨーロッパオオヤマネコ<b></b>(愛知県)<b> <small>[CN]</small><>sage<>2022/07/23(土) 03:11:08.76 ID:6C5tAYAT0<> いつの間にか気にならなくなったが慣れって面白いもんだ <>
</b>サビイロネコ<b></b>(ジパング)<b> <small>[US]</small><><>2022/07/23(土) 03:26:13.14 ID:8yT4JyHj0<> <a href="../test/read.cgi/news/1658488459/201" rel="noopener noreferrer" target="_blank">&gt;&gt;201</a> <br> お前含めて目糞鼻くそってやつだよね <>
</b>バーミーズ<b></b>(茸)<b> <small>[US]</small><>sage<>2022/07/23(土) 03:49:21.43 ID:uASThtO30<> これすき&#128545;&#128545;&#128545;&#128545; <>
</b>オシキャット<b></b>(千葉県)<b> <small>[ﾆﾀﾞ]</small><><>2022/07/23(土) 04:13:14.17 ID:N96ve/nH0<> やだ&#128545; <>
</b>カナダオオヤマネコ<b></b>(東京都)<b> <small>[US]</small><><>2022/07/23(土) 04:28:05.31 ID:e/qrfDo80<> そんな悲しい事言わないで&#128557;&#127773;&#128148; <>
</b>コラット<b></b>(茸)<b> <small>[ES]</small><><>2022/07/23(土) 04:32:20.66 ID:UUsyaq5F0<> そんなこと言うなよ&#129402;(´&#129402;・ω・&#129402;｀)&#129402; <>
</b>ヨーロッパヤマネコ<b></b>(茸)<b> <small>[KR]</small><>sage<>2022/07/23(土) 04:34:34.79 ID:dM5iuY4I0<> &#129401; <>
</b>リビアヤマネコ<b></b>(愛知県)<b> <small>[CN]</small><>sage<>2022/07/23(土) 05:06:57.78 ID:kH5cDoK80<> &#3900;;´&#3854;&#3766; &#1757; &#3854;&#3766;&#3901;&#129322;(&#3854;&#3766; &#3572; &#3854;&#3766;) <>
</b>オリエンタル<b></b>(埼玉県)<b> <small>[RU]</small><><>2022/07/23(土) 05:14:15.36 ID:Z5PYTsit0<> &#127835;→&#128169; <>
</b>バーマン<b></b>(東京都)<b> <small>[US]</small><><>2022/07/23(土) 05:18:55.37 ID:8mUlfsz20<> &#127383;&#8252;&#8252; <>
</b>サイベリアン<b></b>(山形県)<b> <small>[US]</small><>sage<>2022/07/23(土) 05:54:44.90 ID:XpXTWueK0<> (っ'-')&#9582; =&#863;&#863;&#862;&#862;&#127814;&#127814;&#127814; <>
</b>アメリカンボブテイル<b></b>(大阪府)<b> <small>[US]</small><><>2022/07/23(土) 06:29:01.90 ID:836OoXv90<> &#127358;&#127359;&#127359;&#127344;ｲ <>
</b>現場猫<b></b>(愛媛県)<b> <small>[US]</small><>sage<>2022/07/23(土) 06:29:51.61 ID:IuBD8+b50<> &#127844;&#127817;&#127828;&#127838;&#129367; <br> &#127866;&#9749;&#127861;&#127868; <>
</b>オリエンタル<b></b>(愛知県)<b> <small>[ﾆﾀﾞ]</small><>sage<>2022/07/23(土) 07:15:22.88 ID:d8y1jYNw0<> &#129324;&#128127;&#129730;&#9760;&#128405;&#129489;&#8205;&#129458;&#128055;&#127830;&#126980;&#128286;&#9208;&#127884; <>
</b>ライオン<b></b>(東京都)<b> <small>[RU]</small><><>2022/07/23(土) 08:12:52.64 ID:KytQqceO0<> プアーなOS使ってんなよ <>
</b>ベンガルヤマネコ<b></b>(東京都)<b> <small>[ﾆﾀﾞ]</small><><>2022/07/23(土) 08:12:57.51 ID:hLMHGZ9p0<> みてる？ <br> &#128123; <>
</b>ベンガルヤマネコ<b></b>(東京都)<b> <small>[ﾆﾀﾞ]</small><><>2022/07/23(土) 08:21:57.70 ID:hLMHGZ9p0<> 久しぶりにだすか&#3604;&#3655;&#3655;&#3655;&#3655;&#3655;&#3657;&#3657;&#3657;&#3657;&#3657;&#3655;&#3655;&#3655;&#3655;&#3657;&#3657;&#3657;&#3657;&#3657;&#3655;&#3655;&#3655;&#3655;&#3655;&#3657;&#3657;&#3657;&#3657;&#3657;&#3655;&#3655;&#3655;&#3655;&#3655;&#3657;&#3657;&#3657;&#3657;&#3657;&#3655;&#3655;&#3655;&#3655; <>
</b>シャルトリュー<b></b>(東京都)<b> <small>[US]</small><><>2022/07/23(土) 08:36:55.14 ID:OXCfKQrl0<> <a href="../test/read.cgi/news/1658488459/220" rel="noopener noreferrer" target="_blank">&gt;&gt;220</a> <br> それなんですか？ <br> 初めて見た <>
</b>カナダオオヤマネコ<b></b>(東京都)<b> <small>[HU]</small><>sage<>2022/07/23(土) 08:38:09.37 ID:EUIrHKRf0<> &#128514;&#128514;&#128514;←この絵文字なんか嫌い <>
</b>ベンガルヤマネコ<b></b>(東京都)<b> <small>[ﾆﾀﾞ]</small><><>2022/07/23(土) 08:39:06.41 ID:hLMHGZ9p0<> <a href="../test/read.cgi/news/1658488459/221" rel="noopener noreferrer" target="_blank">&gt;&gt;221</a> <br> どっかの国の文字らしいすよ <br>  <br> コピーできます&#1641;(&#714;&#5596;&#715;*)&#1608; <>
</b>トラ<b></b>(光)<b> <small>[GB]</small><>sage<>2022/07/23(土) 08:43:59.01 ID:F9Us5/7j0<> &#128540;&#128514;&#129325;&#128123;&#128169;&#128584;&#128585;&#128586; <>
</b>アメリカンカール<b></b>(千葉県)<b> <small>[FR]</small><><>2022/07/23(土) 08:48:07.66 ID:V6/iKVYm0<> 絵文字とか文字が読めない知障土人専用だろ <>
</b>アメリカンワイヤーヘア<b></b>(東京都)<b> <small>[GB]</small><><>2022/07/23(土) 08:51:53.17 ID:4qZeUB1b0<> ジジィウケる&#129315;&#129315;&#129315; <>
</b>トラ<b></b>(東京都)<b> <small>[KR]</small><><>2022/07/23(土) 08:54:29.72 ID:0sOEKrEc0<> 機種依存文字とか言ってもワカランくらいのバカだから言ってもムダ <>
</b>スミロドン<b></b>(ジパング)<b> <small>[PK]</small><><>2022/07/23(土) 08:56:38.40 ID:2kICny080<> ジジイもなにも <br> こんな掲示板、若いやつは見てないだろｗ <>
</b>チーター<b></b>(神奈川県)<b> <small>[ﾆﾀﾞ]</small><><>2022/07/23(土) 08:58:50.14 ID:bW7AorHh0<> <a href="../test/read.cgi/news/1658488459/225" rel="noopener noreferrer" target="_blank">&gt;&gt;225</a> <br> パソ爺&#129315; <>
</b>ジャガーネコ<b></b>(宮城県)<b> <small>[CA]</small><>sage<>2022/07/23(土) 09:03:24.33 ID:pq/QGumn0<> 国語が出来ないから表現を絵文字に頼るのかな。 <br> 多用されるとウザいし伝わらない。 <>
</b>ジャガランディ<b></b>(千葉県)<b> <small>[US]</small><>sage<>2022/07/23(土) 09:06:59.06 ID:+JNFjZXC0<> &#128536; <>
</b>マレーヤマネコ<b></b>(茸)<b> <small>[JP]</small><>sage<>2022/07/23(土) 09:23:30.58 ID:4JFVOQp90<> <a href="../test/read.cgi/news/1658488459/59" rel="noopener noreferrer" target="_blank">&gt;&gt;59</a> <br> スマホ太郎はスマホ使わない定期 <>
</b>コーニッシュレック<b></b>(神奈川県)<b> <small>[US]</small><><>2022/07/23(土) 10:07:49.72 ID:ATGG5bN/0<> 見る&#128065;&#128065;必要ないだろ&#128513; <>
</b>スミロドン<b></b>(大阪府)<b> <small>[CN]</small><><>2022/07/23(土) 10:13:59.42 ID:TFfLzKaC0<> &#127814;&#129402;&#129362; <>
</b>ターキッシュバン<b></b>(ジパング)<b> <small>[CN]</small><><>2022/07/23(土) 11:19:53.89 ID:tdg4jwb90<> &#129402;&#128567;&#127814;&#127874;&#127814;&#128567;&#129402; <br> &#129510; <>
</b>スフィンクス<b></b>(東京都)<b> <small>[CA]</small><>sage<>2022/07/23(土) 11:22:47.82 ID:MBmZDcEU0<> &#128580;&#128173; <>
</b>アフリカゴールデンキャット<b></b>(島根県)<b> <small>[KR]</small><><>2022/07/23(土) 11:25:40.58 ID:hkYHpbLU0<> &#129521;&#129521;&#129521;&#129521; <br> &#129521;&#129521;&#128589;&#8205;♂&#129521; <br> &#129521;　　&#128163; <>
</b>ラグドール<b></b>(新潟県)<b> <small>[TR]</small><>sage<>2022/07/23(土) 11:25:41.78 ID:+oDnsLRI0<> <a href="../test/read.cgi/news/1658488459/1" rel="noopener noreferrer" target="_blank">&gt;&gt;1</a> <br> ユニコード表示できないPCなんか未だにあるのかよ爺 <br> お前と同じで産廃だな <>
</b>縞三毛<b></b>(大阪府)<b> <small>[DE]</small><><>2022/07/23(土) 11:52:35.76 ID:K6GRLEXF0<> ンだわ <>
</b>パンパスネコ<b></b>(光)<b> <small>[US]</small><><>2022/07/23(土) 11:58:34.41 ID:yhEoTZf70<> &#129470; <br> ↑どこで使うんだよ <>
</b>クロアシネコ<b></b>(SB-iPhone)<b> <small>[US]</small><><>2022/07/23(土) 12:56:22.54 ID:4WETUB490<> &#128526; <>
